id,name,score1,score2
2586,Student_2586,92,50
2587,Student_2587,71,95
2588,Student_2588,93,84
2589,Student_2589,93,93
2590,Student_2590,77,99
2591,Student_2591,78,50
2592,Student_2592,86,100
2593,Student_2593,60,97
2594,Student_2594,57,58
2595,Student_2595,93,61
2596,Student_2596,87,80
2597,Student_2597,70,73
2598,Student_2598,50,54
2599,Student_2599,90,97
2600,Student_2600,53,97
2601,Student_2601,68,72
2602,Student_2602,95,79
2603,Student_2603,61,80
2604,Student_2604,96,92
2605,Student_2605,94,96
2606,Student_2606,77,57
2607,Student_2607,70,97
2608,Student_2608,77,52
2609,Student_2609,84,79
2610,Student_2610,68,78
2611,Student_2611,72,95
2612,Student_2612,75,56
2613,Student_2613,84,54
2614,Student_2614,54,61
2615,Student_2615,63,66
2616,Student_2616,52,97
2617,Student_2617,82,55
2618,Student_2618,80,56
2619,Student_2619,81,77
2620,Student_2620,95,68
2621,Student_2621,50,94
2622,Student_2622,82,79
2623,Student_2623,90,57
2624,Student_2624,92,70
2625,Student_2625,74,73
2626,Student_2626,63,80
2627,Student_2627,67,68
2628,Student_2628,53,90
2629,Student_2629,95,99
2630,Student_2630,94,100
2631,Student_2631,86,69
2632,Student_2632,94,63
2633,Student_2633,98,51
2634,Student_2634,88,58
2635,Student_2635,50,69
2636,Student_2636,95,75
2637,Student_2637,70,62
2638,Student_2638,88,84
2639,Student_2639,56,98
2640,Student_2640,55,100
2641,Student_2641,89,89
2642,Student_2642,95,72
2643,Student_2643,67,65
2644,Student_2644,71,95
2645,Student_2645,76,53
2646,Student_2646,82,77
2647,Student_2647,73,60
2648,Student_2648,80,50
2649,Student_2649,68,93
2650,Student_2650,57,99
2651,Student_2651,89,70
2652,Student_2652,88,72
2653,Student_2653,62,99
2654,Student_2654,73,77
2655,Student_2655,53,93
2656,Student_2656,99,92
2657,Student_2657,73,100
2658,Student_2658,58,97
2659,Student_2659,78,69
2660,Student_2660,79,83
2661,Student_2661,76,85
2662,Student_2662,53,50
2663,Student_2663,75,95
2664,Student_2664,70,64
2665,Student_2665,63,57
2666,Student_2666,79,54
2667,Student_2667,57,65
2668,Student_2668,67,81
2669,Student_2669,58,96
2670,Student_2670,94,86
2671,Student_2671,99,92
2672,Student_2672,98,68
2673,Student_2673,78,87
2674,Student_2674,91,62
2675,Student_2675,92,99
2676,Student_2676,59,67
2677,Student_2677,86,63
2678,Student_2678,80,55
2679,Student_2679,100,69
2680,Student_2680,90,78
2681,Student_2681,90,65
2682,Student_2682,55,66
2683,Student_2683,83,63
2684,Student_2684,57,68
2685,Student_2685,84,56
2686,Student_2686,70,78
2687,Student_2687,85,56
2688,Student_2688,77,95
2689,Student_2689,74,76
2690,Student_2690,51,94
2691,Student_2691,59,80
2692,Student_2692,77,83
2693,Student_2693,55,81
2694,Student_2694,74,69
2695,Student_2695,90,100
2696,Student_2696,76,96
2697,Student_2697,56,64
2698,Student_2698,78,94
2699,Student_2699,54,50
2700,Student_2700,73,70
2701,Student_2701,85,54
2702,Student_2702,76,55
2703,Student_2703,96,79
2704,Student_2704,57,92
2705,Student_2705,62,88
2706,Student_2706,50,91
2707,Student_2707,51,63
2708,Student_2708,90,55
2709,Student_2709,77,71
2710,Student_2710,81,80
2711,Student_2711,80,98
2712,Student_2712,53,51
2713,Student_2713,57,81
2714,Student_2714,96,91
2715,Student_2715,97,51
2716,Student_2716,65,79
2717,Student_2717,81,75
2718,Student_2718,74,68
2719,Student_2719,60,52
2720,Student_2720,91,85
2721,Student_2721,90,60
2722,Student_2722,64,50
2723,Student_2723,77,66
2724,Student_2724,78,61
2725,Student_2725,66,68
2726,Student_2726,52,62
2727,Student_2727,88,79
2728,Student_2728,85,75
2729,Student_2729,96,59
2730,Student_2730,56,87
2731,Student_2731,58,58
2732,Student_2732,100,86
2733,Student_2733,96,68
2734,Student_2734,95,96
2735,Student_2735,81,52
2736,Student_2736,83,89
2737,Student_2737,89,79
2738,Student_2738,86,92
2739,Student_2739,90,95
2740,Student_2740,85,51
2741,Student_2741,65,79
2742,Student_2742,53,91
2743,Student_2743,89,99
2744,Student_2744,76,93
2745,Student_2745,87,99
2746,Student_2746,94,77
2747,Student_2747,96,85
2748,Student_2748,75,94
2749,Student_2749,61,93
2750,Student_2750,67,51
2751,Student_2751,98,61
2752,Student_2752,68,80
2753,Student_2753,80,72
2754,Student_2754,74,54
2755,Student_2755,83,61
2756,Student_2756,54,81
2757,Student_2757,55,80
2758,Student_2758,84,84
2759,Student_2759,51,73
2760,Student_2760,84,83
2761,Student_2761,83,73
2762,Student_2762,90,76
2763,Student_2763,57,81
2764,Student_2764,80,88
2765,Student_2765,57,75
2766,Student_2766,68,70
2767,Student_2767,94,80
2768,Student_2768,50,92
2769,Student_2769,84,52
2770,Student_2770,69,59
2771,Student_2771,66,92
2772,Student_2772,95,99
2773,Student_2773,54,96
2774,Student_2774,90,81
2775,Student_2775,88,66
2776,Student_2776,57,96
2777,Student_2777,85,75
2778,Student_2778,50,51
2779,Student_2779,52,63
2780,Student_2780,98,62
2781,Student_2781,82,88
2782,Student_2782,100,98
2783,Student_2783,92,76
2784,Student_2784,51,58
2785,Student_2785,69,59
2786,Student_2786,57,50
2787,Student_2787,90,94
2788,Student_2788,64,88
2789,Student_2789,72,92
2790,Student_2790,64,63
2791,Student_2791,84,75
2792,Student_2792,60,68
2793,Student_2793,85,94
2794,Student_2794,82,84
2795,Student_2795,56,50
2796,Student_2796,63,96
2797,Student_2797,63,52
2798,Student_2798,81,64
2799,Student_2799,90,98
2800,Student_2800,100,73
2801,Student_2801,100,94
2802,Student_2802,93,96
2803,Student_2803,85,79
2804,Student_2804,90,58
2805,Student_2805,94,51
2806,Student_2806,82,78
2807,Student_2807,81,63
2808,Student_2808,87,56
2809,Student_2809,96,55
2810,Student_2810,74,69
2811,Student_2811,95,95
2812,Student_2812,52,57
2813,Student_2813,77,82
2814,Student_2814,66,87
2815,Student_2815,81,70
2816,Student_2816,52,87
2817,Student_2817,88,69
2818,Student_2818,66,77
2819,Student_2819,52,81
2820,Student_2820,72,52
2821,Student_2821,64,71
2822,Student_2822,64,83
2823,Student_2823,94,55
2824,Student_2824,55,50
2825,Student_2825,54,54
2826,Student_2826,71,56
2827,Student_2827,79,80
2828,Student_2828,64,90
2829,Student_2829,52,87
2830,Student_2830,75,85
2831,Student_2831,67,79
2832,Student_2832,75,55
2833,Student_2833,88,82
2834,Student_2834,93,88
2835,Student_2835,59,59
2836,Student_2836,57,76
2837,Student_2837,79,98
2838,Student_2838,100,81
2839,Student_2839,81,96
2840,Student_2840,53,85
2841,Student_2841,89,98
2842,Student_2842,70,53
2843,Student_2843,74,78
2844,Student_2844,70,70
2845,Student_2845,81,86
2846,Student_2846,96,70
2847,Student_2847,99,59
2848,Student_2848,88,79
2849,Student_2849,70,50
2850,Student_2850,51,100
2851,Student_2851,93,64
2852,Student_2852,78,59
2853,Student_2853,52,69
2854,Student_2854,70,54
2855,Student_2855,71,60
2856,Student_2856,73,69
2857,Student_2857,78,85
2858,Student_2858,95,99
2859,Student_2859,60,84
2860,Student_2860,51,67
2861,Student_2861,62,71
2862,Student_2862,79,62
2863,Student_2863,83,50
2864,Student_2864,79,82
2865,Student_2865,55,99
2866,Student_2866,69,90
2867,Student_2867,77,59
2868,Student_2868,74,81
2869,Student_2869,70,74
2870,Student_2870,88,69
2871,Student_2871,72,53
2872,Student_2872,64,86
2873,Student_2873,86,97
2874,Student_2874,58,84
2875,Student_2875,63,80
2876,Student_2876,99,90
2877,Student_2877,80,96
2878,Student_2878,91,88
2879,Student_2879,95,63
2880,Student_2880,84,63
2881,Student_2881,80,87
2882,Student_2882,73,83
2883,Student_2883,99,51
2884,Student_2884,57,83
2885,Student_2885,65,97
2886,Student_2886,94,71
2887,Student_2887,70,69
2888,Student_2888,84,82
2889,Student_2889,84,72
2890,Student_2890,95,87
2891,Student_2891,99,80
2892,Student_2892,91,65
2893,Student_2893,100,89
2894,Student_2894,55,96
2895,Student_2895,84,72
2896,Student_2896,73,96
2897,Student_2897,83,93
2898,Student_2898,76,85
2899,Student_2899,73,88
2900,Student_2900,84,69
2901,Student_2901,61,60
2902,Student_2902,75,88
2903,Student_2903,95,68
2904,Student_2904,93,69
2905,Student_2905,66,74
2906,Student_2906,73,84
2907,Student_2907,83,96
2908,Student_2908,85,51
2909,Student_2909,87,90
2910,Student_2910,95,92
2911,Student_2911,91,61
2912,Student_2912,90,81
2913,Student_2913,96,81
2914,Student_2914,50,86
2915,Student_2915,75,87
2916,Student_2916,73,81
2917,Student_2917,93,88
2918,Student_2918,98,95
2919,Student_2919,76,95
2920,Student_2920,53,50
2921,Student_2921,70,85
2922,Student_2922,98,50
2923,Student_2923,69,55
2924,Student_2924,68,63
2925,Student_2925,55,68
2926,Student_2926,99,83
2927,Student_2927,61,72
2928,Student_2928,79,50
2929,Student_2929,78,96
2930,Student_2930,90,65
2931,Student_2931,92,64
2932,Student_2932,55,76
2933,Student_2933,83,50
2934,Student_2934,87,61
2935,Student_2935,67,59
2936,Student_2936,86,97
2937,Student_2937,85,50
2938,Student_2938,88,83
2939,Student_2939,93,66
2940,Student_2940,83,66
2941,Student_2941,83,54
2942,Student_2942,80,96
2943,Student_2943,74,81
2944,Student_2944,87,71
2945,Student_2945,84,97
2946,Student_2946,96,86
2947,Student_2947,77,82
2948,Student_2948,55,71
2949,Student_2949,74,68
2950,Student_2950,72,81
2951,Student_2951,91,81
2952,Student_2952,94,61
2953,Student_2953,92,65
2954,Student_2954,100,54
2955,Student_2955,92,77
2956,Student_2956,84,55
2957,Student_2957,76,60
2958,Student_2958,56,76
2959,Student_2959,94,73
2960,Student_2960,52,75
2961,Student_2961,84,80
2962,Student_2962,92,87
2963,Student_2963,78,68
2964,Student_2964,75,96
2965,Student_2965,73,93
2966,Student_2966,100,78
2967,Student_2967,55,72
2968,Student_2968,77,75
2969,Student_2969,82,70
2970,Student_2970,94,83
2971,Student_2971,67,83
2972,Student_2972,58,71
2973,Student_2973,75,61
2974,Student_2974,60,97
2975,Student_2975,87,94
2976,Student_2976,82,57
2977,Student_2977,72,93
2978,Student_2978,55,81
2979,Student_2979,53,63
2980,Student_2980,72,78
2981,Student_2981,71,66
2982,Student_2982,65,82
2983,Student_2983,93,88
2984,Student_2984,81,85
2985,Student_2985,59,72
2986,Student_2986,79,70
2987,Student_2987,91,92
2988,Student_2988,87,84
2989,Student_2989,77,95
2990,Student_2990,89,63
2991,Student_2991,98,70
2992,Student_2992,95,50
2993,Student_2993,63,90
2994,Student_2994,71,69
2995,Student_2995,55,95
2996,Student_2996,91,59
2997,Student_2997,73,95
2998,Student_2998,100,70
2999,Student_2999,84,50
3000,Student_3000,56,62
3001,Student_3001,87,70
3002,Student_3002,50,76
3003,Student_3003,70,84
3004,Student_3004,61,69
3005,Student_3005,94,66
3006,Student_3006,60,67
3007,Student_3007,94,81
3008,Student_3008,76,58
3009,Student_3009,56,54
3010,Student_3010,57,74
3011,Student_3011,61,94
3012,Student_3012,95,85
3013,Student_3013,53,72
3014,Student_3014,73,69
3015,Student_3015,98,83
3016,Student_3016,96,78
3017,Student_3017,80,88
3018,Student_3018,79,66
3019,Student_3019,50,89
3020,Student_3020,59,61
3021,Student_3021,50,68
3022,Student_3022,66,61
3023,Student_3023,98,60
3024,Student_3024,74,55
3025,Student_3025,100,73
3026,Student_3026,58,56
3027,Student_3027,70,92
3028,Student_3028,71,89
3029,Student_3029,100,55
3030,Student_3030,69,76
3031,Student_3031,99,53
3032,Student_3032,52,60
3033,Student_3033,53,50
3034,Student_3034,100,90
3035,Student_3035,76,85
3036,Student_3036,85,81
3037,Student_3037,56,82
3038,Student_3038,84,96
3039,Student_3039,90,62
3040,Student_3040,63,58
3041,Student_3041,77,65
3042,Student_3042,78,54
3043,Student_3043,51,85
3044,Student_3044,94,55
3045,Student_3045,86,57
3046,Student_3046,86,74
3047,Student_3047,89,76
3048,Student_3048,91,85
3049,Student_3049,85,66
3050,Student_3050,76,76
3051,Student_3051,50,88
3052,Student_3052,57,71
3053,Student_3053,66,61
3054,Student_3054,68,96
3055,Student_3055,83,90
3056,Student_3056,50,71
3057,Student_3057,77,62
3058,Student_3058,72,57
3059,Student_3059,73,85
3060,Student_3060,76,67
3061,Student_3061,95,75
3062,Student_3062,62,52
3063,Student_3063,54,90
3064,Student_3064,61,89
3065,Student_3065,73,97
3066,Student_3066,92,59
3067,Student_3067,80,97
3068,Student_3068,67,81
3069,Student_3069,64,58
3070,Student_3070,64,63
3071,Student_3071,67,79
3072,Student_3072,90,64
3073,Student_3073,53,67
3074,Student_3074,58,73
3075,Student_3075,92,94
3076,Student_3076,89,98
3077,Student_3077,74,65
3078,Student_3078,93,89
3079,Student_3079,60,89
3080,Student_3080,52,79
3081,Student_3081,55,60
3082,Student_3082,62,77
3083,Student_3083,89,52
3084,Student_3084,76,91
3085,Student_3085,64,85
3086,Student_3086,96,53
3087,Student_3087,89,64
3088,Student_3088,77,74
3089,Student_3089,59,50
3090,Student_3090,99,81
3091,Student_3091,57,89
3092,Student_3092,56,71
3093,Student_3093,81,87
3094,Student_3094,83,100
3095,Student_3095,94,88
3096,Student_3096,100,77
3097,Student_3097,59,60
3098,Student_3098,83,74
3099,Student_3099,61,94
3100,Student_3100,59,89
3101,Student_3101,72,76
3102,Student_3102,79,62
3103,Student_3103,53,96
3104,Student_3104,50,77
3105,Student_3105,100,97
3106,Student_3106,94,87
3107,Student_3107,64,61
3108,Student_3108,66,76
3109,Student_3109,74,93
3110,Student_3110,52,89
3111,Student_3111,73,90
3112,Student_3112,89,97
3113,Student_3113,65,77
3114,Student_3114,79,88
3115,Student_3115,58,96
3116,Student_3116,91,61
3117,Student_3117,76,66
3118,Student_3118,64,79
3119,Student_3119,69,75
3120,Student_3120,65,54
3121,Student_3121,50,77
3122,Student_3122,80,51
3123,Student_3123,75,81
3124,Student_3124,52,50
3125,Student_3125,53,96
3126,Student_3126,89,83
3127,Student_3127,97,69
3128,Student_3128,67,83
3129,Student_3129,53,56
3130,Student_3130,64,92
3131,Student_3131,91,57
3132,Student_3132,84,63
3133,Student_3133,86,85
3134,Student_3134,58,80
3135,Student_3135,75,84
3136,Student_3136,87,86
3137,Student_3137,100,99
3138,Student_3138,66,98
3139,Student_3139,100,54
3140,Student_3140,65,75
3141,Student_3141,95,71
3142,Student_3142,83,96
3143,Student_3143,90,94
3144,Student_3144,100,87
3145,Student_3145,54,76
3146,Student_3146,63,95
3147,Student_3147,61,62
3148,Student_3148,66,97
3149,Student_3149,54,64
3150,Student_3150,86,71
3151,Student_3151,79,91
3152,Student_3152,83,78
3153,Student_3153,84,52
3154,Student_3154,82,100
3155,Student_3155,81,70
3156,Student_3156,91,58
3157,Student_3157,70,78
3158,Student_3158,69,85
3159,Student_3159,66,57
3160,Student_3160,79,60
3161,Student_3161,77,70
3162,Student_3162,69,69
3163,Student_3163,65,58
3164,Student_3164,89,59
3165,Student_3165,87,90
3166,Student_3166,78,73
3167,Student_3167,92,53
3168,Student_3168,82,69
3169,Student_3169,67,74
3170,Student_3170,51,59
3171,Student_3171,53,64
3172,Student_3172,77,70
3173,Student_3173,61,91
3174,Student_3174,73,55
3175,Student_3175,64,93
3176,Student_3176,85,50
3177,Student_3177,74,93
3178,Student_3178,51,79
3179,Student_3179,77,89
3180,Student_3180,79,95
3181,Student_3181,65,50
3182,Student_3182,90,88
3183,Student_3183,96,75
3184,Student_3184,76,72
3185,Student_3185,51,95
3186,Student_3186,74,95
3187,Student_3187,67,88
3188,Student_3188,88,77
3189,Student_3189,89,55
3190,Student_3190,64,69
3191,Student_3191,82,71
3192,Student_3192,79,54
3193,Student_3193,70,86
3194,Student_3194,89,54
3195,Student_3195,82,92
3196,Student_3196,93,96
3197,Student_3197,99,99
3198,Student_3198,71,76
3199,Student_3199,82,60
3200,Student_3200,99,52
3201,Student_3201,94,64
3202,Student_3202,96,65
3203,Student_3203,77,92
3204,Student_3204,89,77
3205,Student_3205,84,52
3206,Student_3206,72,83
3207,Student_3207,82,73
3208,Student_3208,61,56
3209,Student_3209,65,71
3210,Student_3210,57,90
3211,Student_3211,74,72
3212,Student_3212,81,54
3213,Student_3213,88,76
3214,Student_3214,60,76
3215,Student_3215,67,88
3216,Student_3216,71,51
3217,Student_3217,65,66
3218,Student_3218,86,78
3219,Student_3219,83,95
3220,Student_3220,63,82
3221,Student_3221,64,81
3222,Student_3222,53,78
3223,Student_3223,59,65
3224,Student_3224,95,93
3225,Student_3225,66,62
3226,Student_3226,85,85
3227,Student_3227,87,73
3228,Student_3228,74,88
3229,Student_3229,100,64
3230,Student_3230,57,95
3231,Student_3231,59,65
3232,Student_3232,92,78
3233,Student_3233,96,100
3234,Student_3234,97,51
3235,Student_3235,78,69
3236,Student_3236,78,70
3237,Student_3237,99,84
3238,Student_3238,60,67
3239,Student_3239,54,58
3240,Student_3240,75,88
3241,Student_3241,58,63
3242,Student_3242,84,59
3243,Student_3243,58,86
3244,Student_3244,88,97
3245,Student_3245,61,57
3246,Student_3246,69,87
3247,Student_3247,80,55
3248,Student_3248,53,87
3249,Student_3249,89,88
3250,Student_3250,67,94
3251,Student_3251,88,79
3252,Student_3252,61,54
3253,Student_3253,68,87
3254,Student_3254,64,59
3255,Student_3255,98,65
3256,Student_3256,78,65
3257,Student_3257,81,79
3258,Student_3258,99,91
3259,Student_3259,72,73
3260,Student_3260,89,97
3261,Student_3261,55,64
3262,Student_3262,85,65
3263,Student_3263,98,86
3264,Student_3264,99,86
3265,Student_3265,82,51
3266,Student_3266,65,54
3267,Student_3267,88,78
3268,Student_3268,87,88
3269,Student_3269,94,68
3270,Student_3270,78,86
3271,Student_3271,75,100
3272,Student_3272,64,58
3273,Student_3273,84,52
3274,Student_3274,55,96
3275,Student_3275,82,56
3276,Student_3276,74,91
3277,Student_3277,91,66
3278,Student_3278,96,80
3279,Student_3279,91,74
3280,Student_3280,73,88
3281,Student_3281,69,60
3282,Student_3282,84,64
3283,Student_3283,91,92
3284,Student_3284,76,63
3285,Student_3285,63,62
3286,Student_3286,93,54
3287,Student_3287,91,88
3288,Student_3288,69,70
3289,Student_3289,89,60
3290,Student_3290,60,74
3291,Student_3291,80,79
3292,Student_3292,68,83
3293,Student_3293,100,78
3294,Student_3294,50,52
3295,Student_3295,98,66
3296,Student_3296,94,75
3297,Student_3297,73,71
3298,Student_3298,96,89
3299,Student_3299,83,91
3300,Student_3300,81,71
3301,Student_3301,62,85
3302,Student_3302,93,85
3303,Student_3303,63,92
3304,Student_3304,89,59
3305,Student_3305,70,99
3306,Student_3306,65,68
3307,Student_3307,62,66
3308,Student_3308,70,50
3309,Student_3309,50,90
3310,Student_3310,68,53
3311,Student_3311,85,100
3312,Student_3312,70,52
3313,Student_3313,73,96
3314,Student_3314,82,60
3315,Student_3315,80,95
3316,Student_3316,66,85
3317,Student_3317,58,58
3318,Student_3318,68,50
3319,Student_3319,85,60
3320,Student_3320,61,63
3321,Student_3321,72,73
3322,Student_3322,63,97
3323,Student_3323,94,75
3324,Student_3324,69,65
3325,Student_3325,78,61
3326,Student_3326,96,68
3327,Student_3327,81,52
3328,Student_3328,52,54
3329,Student_3329,98,50
3330,Student_3330,60,80
3331,Student_3331,52,79
3332,Student_3332,52,80
3333,Student_3333,50,51
3334,Student_3334,53,95
3335,Student_3335,94,88
3336,Student_3336,86,67
3337,Student_3337,100,70
3338,Student_3338,97,83
3339,Student_3339,65,56
3340,Student_3340,96,52
3341,Student_3341,65,78
3342,Student_3342,81,87
3343,Student_3343,64,70
3344,Student_3344,84,87
3345,Student_3345,72,63
3346,Student_3346,60,99
3347,Student_3347,69,60
3348,Student_3348,89,82
3349,Student_3349,75,98
3350,Student_3350,50,58
3351,Student_3351,62,66
3352,Student_3352,84,65
3353,Student_3353,74,89
3354,Student_3354,71,68
3355,Student_3355,100,97
3356,Student_3356,64,71
3357,Student_3357,85,79
3358,Student_3358,87,76
3359,Student_3359,88,89
3360,Student_3360,83,80
3361,Student_3361,50,50
3362,Student_3362,61,52
3363,Student_3363,66,87
3364,Student_3364,50,95
3365,Student_3365,62,81
3366,Student_3366,81,98
3367,Student_3367,68,62
3368,Student_3368,64,77
3369,Student_3369,88,72
3370,Student_3370,59,67
3371,Student_3371,71,69
3372,Student_3372,63,89
3373,Student_3373,57,87
3374,Student_3374,63,60
3375,Student_3375,88,89
3376,Student_3376,81,52
3377,Student_3377,66,71
3378,Student_3378,61,68
3379,Student_3379,59,80
3380,Student_3380,65,68
3381,Student_3381,78,78
3382,Student_3382,81,60
3383,Student_3383,88,90
3384,Student_3384,61,63
3385,Student_3385,63,76
3386,Student_3386,83,80
3387,Student_3387,85,83
3388,Student_3388,100,80
3389,Student_3389,97,73
3390,Student_3390,88,72
3391,Student_3391,64,63
3392,Student_3392,81,51
3393,Student_3393,92,60
3394,Student_3394,61,65
3395,Student_3395,58,93
3396,Student_3396,54,73
3397,Student_3397,71,92
3398,Student_3398,53,94
3399,Student_3399,50,63
3400,Student_3400,100,74
3401,Student_3401,78,61
3402,Student_3402,80,83
3403,Student_3403,80,98
3404,Student_3404,64,74
3405,Student_3405,74,87
3406,Student_3406,52,82
3407,Student_3407,60,80
3408,Student_3408,57,50
3409,Student_3409,86,53
3410,Student_3410,96,52
3411,Student_3411,82,86
3412,Student_3412,96,81
3413,Student_3413,71,66
3414,Student_3414,66,62
3415,Student_3415,69,96
3416,Student_3416,74,97
3417,Student_3417,62,72
3418,Student_3418,78,72
3419,Student_3419,92,92
3420,Student_3420,88,51
3421,Student_3421,55,70
3422,Student_3422,86,94
3423,Student_3423,100,58
3424,Student_3424,94,80
3425,Student_3425,92,78
3426,Student_3426,60,98
3427,Student_3427,70,63
3428,Student_3428,58,53
3429,Student_3429,100,55
3430,Student_3430,83,67
3431,Student_3431,65,91
3432,Student_3432,59,61
3433,Student_3433,76,99
3434,Student_3434,54,58
3435,Student_3435,58,50
3436,Student_3436,81,79
3437,Student_3437,97,96
3438,Student_3438,86,97
3439,Student_3439,78,76
3440,Student_3440,89,67
3441,Student_3441,96,83
3442,Student_3442,87,97
3443,Student_3443,56,57
3444,Student_3444,53,97
3445,Student_3445,54,56
3446,Student_3446,79,91
3447,Student_3447,97,50
3448,Student_3448,93,50
3449,Student_3449,100,78
3450,Student_3450,89,98
3451,Student_3451,55,82
3452,Student_3452,87,70
3453,Student_3453,85,58
3454,Student_3454,59,93
3455,Student_3455,81,59
3456,Student_3456,50,59
3457,Student_3457,85,98
3458,Student_3458,68,100
3459,Student_3459,93,95
3460,Student_3460,83,74
3461,Student_3461,72,55
3462,Student_3462,68,75
3463,Student_3463,72,67
3464,Student_3464,95,61
3465,Student_3465,81,79
3466,Student_3466,93,75
3467,Student_3467,74,98
3468,Student_3468,91,79
3469,Student_3469,56,93
3470,Student_3470,66,93
3471,Student_3471,100,99
3472,Student_3472,79,61
3473,Student_3473,70,93
3474,Student_3474,86,72
3475,Student_3475,68,77
3476,Student_3476,78,91
3477,Student_3477,68,95
3478,Student_3478,62,95
3479,Student_3479,84,62
3480,Student_3480,50,50
3481,Student_3481,100,74
3482,Student_3482,85,89
3483,Student_3483,84,97
3484,Student_3484,73,85
3485,Student_3485,99,97
3486,Student_3486,57,76
3487,Student_3487,93,67
3488,Student_3488,74,66
3489,Student_3489,51,64
3490,Student_3490,57,99
3491,Student_3491,85,56
3492,Student_3492,98,63
3493,Student_3493,90,99
3494,Student_3494,58,68
3495,Student_3495,92,59
3496,Student_3496,65,72
3497,Student_3497,96,72
3498,Student_3498,84,52
3499,Student_3499,99,92
3500,Student_3500,68,81
3501,Student_3501,63,82
3502,Student_3502,81,55
3503,Student_3503,53,68
3504,Student_3504,68,93
3505,Student_3505,66,85
3506,Student_3506,96,93
3507,Student_3507,92,75
3508,Student_3508,89,62
3509,Student_3509,60,77
3510,Student_3510,76,56
3511,Student_3511,84,62
3512,Student_3512,61,89
3513,Student_3513,52,77
3514,Student_3514,56,51
3515,Student_3515,50,97
3516,Student_3516,99,52
3517,Student_3517,64,86
3518,Student_3518,94,56
3519,Student_3519,86,69
3520,Student_3520,76,100
3521,Student_3521,69,59
3522,Student_3522,72,85
3523,Student_3523,56,51
3524,Student_3524,53,65
3525,Student_3525,76,74
3526,Student_3526,52,77
3527,Student_3527,66,100
3528,Student_3528,84,97
3529,Student_3529,75,92
3530,Student_3530,53,72
3531,Student_3531,75,55
3532,Student_3532,89,72
3533,Student_3533,77,58
3534,Student_3534,79,98
3535,Student_3535,90,77
3536,Student_3536,70,55
3537,Student_3537,59,99
3538,Student_3538,96,85
3539,Student_3539,62,92
3540,Student_3540,94,80
3541,Student_3541,50,87
3542,Student_3542,66,70
3543,Student_3543,69,64
3544,Student_3544,76,69
3545,Student_3545,75,64
3546,Student_3546,86,99
3547,Student_3547,62,97
3548,Student_3548,97,53
3549,Student_3549,56,53
3550,Student_3550,68,65
3551,Student_3551,84,52
3552,Student_3552,56,81
3553,Student_3553,89,81
3554,Student_3554,57,91
3555,Student_3555,90,75
3556,Student_3556,59,88
3557,Student_3557,98,76
3558,Student_3558,69,54
3559,Student_3559,87,87
3560,Student_3560,61,73
3561,Student_3561,64,70
3562,Student_3562,83,80
3563,Student_3563,67,97
3564,Student_3564,72,90
3565,Student_3565,77,72
3566,Student_3566,81,53
3567,Student_3567,50,68
3568,Student_3568,65,51
3569,Student_3569,70,56
3570,Student_3570,56,70
3571,Student_3571,95,57
3572,Student_3572,56,90
3573,Student_3573,70,71
3574,Student_3574,100,94
3575,Student_3575,76,67
3576,Student_3576,71,74
3577,Student_3577,61,90
3578,Student_3578,69,85
3579,Student_3579,81,62
3580,Student_3580,87,75
3581,Student_3581,89,93
3582,Student_3582,82,68
3583,Student_3583,52,83
3584,Student_3584,74,82
3585,Student_3585,73,60
3586,Student_3586,52,95
3587,Student_3587,93,99
3588,Student_3588,54,50
3589,Student_3589,68,95
3590,Student_3590,59,80
3591,Student_3591,53,81
3592,Student_3592,82,64
3593,Student_3593,88,99
3594,Student_3594,95,98
3595,Student_3595,99,92
3596,Student_3596,94,55
3597,Student_3597,85,51
3598,Student_3598,56,63
3599,Student_3599,72,84
3600,Student_3600,60,50
3601,Student_3601,74,54
3602,Student_3602,59,87
3603,Student_3603,72,70
3604,Student_3604,64,93
3605,Student_3605,100,97
3606,Student_3606,73,71
3607,Student_3607,71,67
3608,Student_3608,59,58
3609,Student_3609,58,87
3610,Student_3610,58,67
3611,Student_3611,67,51
3612,Student_3612,76,93
3613,Student_3613,65,74
3614,Student_3614,63,82
3615,Student_3615,61,69
3616,Student_3616,92,70
3617,Student_3617,71,97
3618,Student_3618,94,50
3619,Student_3619,68,70
3620,Student_3620,65,80
3621,Student_3621,52,81
3622,Student_3622,60,52
3623,Student_3623,71,89
3624,Student_3624,94,59
3625,Student_3625,79,83
3626,Student_3626,76,80
3627,Student_3627,98,55
3628,Student_3628,87,91
3629,Student_3629,73,71
3630,Student_3630,100,89
3631,Student_3631,66,64
3632,Student_3632,70,79
3633,Student_3633,92,97
3634,Student_3634,67,74
3635,Student_3635,92,56
3636,Student_3636,74,85
3637,Student_3637,51,98
3638,Student_3638,75,61
3639,Student_3639,91,58
3640,Student_3640,80,63
3641,Student_3641,80,58
3642,Student_3642,56,65
3643,Student_3643,62,80
3644,Student_3644,61,74
3645,Student_3645,95,64
3646,Student_3646,69,51
3647,Student_3647,80,92
3648,Student_3648,54,71
3649,Student_3649,91,65
3650,Student_3650,60,95
3651,Student_3651,74,91
3652,Student_3652,83,88
3653,Student_3653,57,80
3654,Student_3654,93,64
3655,Student_3655,63,70
3656,Student_3656,81,67
3657,Student_3657,92,74
3658,Student_3658,52,73
3659,Student_3659,65,69
3660,Student_3660,86,85
3661,Student_3661,86,94
